"","series","episode","baker","technical","result","signature_bake","show_stopper","last_Name","baker_age","baker_occupation","hometown"
"1",1,1,"Annetha",2,"IN","Light Jamaican Black Cakewith Strawberries and Cream","Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream","Mills",30,"Midwife","Essex"
"2",1,2,"Annetha",7,"OUT","Rose Petal Shortbread","Pink Swirl Macarons / Eclairs","Mills",30,"Midwife","Essex"
"3",1,1,"David",3,"IN","Chocolate Orange Cake","Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs","Chambers",31,"Entrepreneur","Milton Keynes"
"4",1,2,"David",8,"IN","Cheddar Cheese and Fresh Rosemary Biscuits","Choux Pastry Swans  Chocolate Profiteroles","Chambers",31,"Entrepreneur","Milton Keynes"
"5",1,3,"David",4,"IN","Chilli Bread","Walnut and Seed Roll
Red Berry and Almond Bun","Chambers",31,"Entrepreneur","Milton Keynes"
"6",1,4,"David",5,"OUT","Pear and Walnut Pudding","Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear","Chambers",31,"Entrepreneur","Milton Keynes"
"7",1,1,"Edd",1,"IN","Caramel Cinnamon and Banana Cake","N/A","Kimber",24,"Debt collector for Yorkshire Bank","Bradford"
"8",1,2,"Edd",6,"IN","Oatmeal Raisin Cookie","Pink Macarons","Kimber",24,"Debt collector for Yorkshire Bank","Bradford"
"9",1,3,"Edd",1,"IN","Olive Bread","Tomato and Mozzarella","Kimber",24,"Debt collector for Yorkshire Bank","Bradford"
"10",1,4,"Edd",3,"IN","Apple and Plum Pudding","Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer","Kimber",24,"Debt collector for Yorkshire Bank","Bradford"
"11",1,5,"Edd",2,"IN","Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés","Kimber",24,"Debt collector for Yorkshire Bank","Bradford"
"12",1,6,"Edd",NA,"WINNER","Cinnamon and Banana Cake",NA,"Kimber",24,"Debt collector for Yorkshire Bank","Bradford"
"13",1,1,"Jasminder",NA,"IN","Fresh Mango and Passion Fruit Hummingbird Cake","N/A","Randhawa",45,"Assistant Credit Control Manager","Birmingham"
"14",1,2,"Jasminder",2,"IN","Millionaires' Shortbread","Meringues with Chocolate and Space DustCoffee flavoured Eclairs","Randhawa",45,"Assistant Credit Control Manager","Birmingham"
"15",1,3,"Jasminder",5,"IN","Focaccia","Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots","Randhawa",45,"Assistant Credit Control Manager","Birmingham"
"16",1,4,"Jasminder",2,"IN","Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce","Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble","Randhawa",45,"Assistant Credit Control Manager","Birmingham"
"17",1,5,"Jasminder",4,"OUT","Chicken and Mushroom Pie","Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés","Randhawa",45,"Assistant Credit Control Manager","Birmingham"
"18",1,1,"Jonathan",9,"IN","Carrot Cake with Lime and Cream Cheese Icing","Three Tiered White and Dark Chocolate with Almond and Cherry","Shepherd",25,"Research Analyst","St Albans"
"19",1,2,"Jonathan",1,"IN","Honey and Candied Ginger Cookies","Meringues with Whiskey Cream","Shepherd",25,"Research Analyst","St Albans"
"20",1,3,"Jonathan",6,"OUT","Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun","Shepherd",25,"Research Analyst","St Albans"
"21",1,1,"Lea",10,"OUT","Cranberry and Pistachio Cakewith Orange Flower Water Icing","Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit","Harris",51,"Retired","Midlothian, Scotland"
"22",1,1,"Louise",NA,"IN","Carrot and Orange Cake","Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border","Brimelow",44,"Police Officer","Manchester"
"23",1,2,"Louise",4,"OUT","Stained Glass Window Shortbread","Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons","Brimelow",44,"Police Officer","Manchester"
"24",1,1,"Mark",NA,"OUT","Sticky Marmalade Tea Loaf","Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.","Whithers",48,"Bus Driver","South Wales"
"25",1,1,"Miranda",8,"IN","Triple Layered Brownie Meringue Cake
with Raspberry Cream","Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex"
"26",1,2,"Miranda",3,"IN","Fresh Vanilla Biscuits with Royal Icing","Pistachio Macarons","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex"
"27",1,3,"Miranda",3,"IN","Walnut and Apricot Bread","Lemon Iced Buns
Chocolate and Orange Buns","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex"
"28",1,4,"Miranda",1,"IN","Sticky Toffee Pudding","Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex"
"29",1,5,"Miranda",1,"IN","Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex"
"30",1,6,"Miranda",NA,"Runner-up","Lemon Cupcake","Eliminated after signature","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex"
"31",1,1,"Ruth",NA,"IN","Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd","Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire"
"32",1,2,"Ruth",5,"IN","Peanut Shortbread withSalted Peanut Caramel","Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire"
"33",1,3,"Ruth",2,"IN","Maple and Pecan Bread","Chocolate and Orange Panettone
Cranberry Bagels","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire"
"34",1,4,"Ruth",4,"IN","Peach and Blueberry Boy Bait","Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire"
"35",1,5,"Ruth",3,"IN","Minced Beef Pie","Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire"
"36",1,6,"Ruth",NA,"Runner-up","Mint, Ginger and Blackberry Cake",NA,"Clemens",31,"Retail manager/Housewife","Poynton, Cheshire"
"37",2,1,"Ben",2,"IN","Rhubarb and Custard CupcakesAfter Dinner Cupcakes","Vanilla Sponge with White Chocolate and Raspberry Buttercream","Frazer",31,"Graphic Designer","Northampton"
"38",2,2,"Ben",1,"IN","Chorizo, Pepper and Gruyere Quiche","Lemon Meringue Tarts","Frazer",31,"Graphic Designer","Northampton"
"39",2,3,"Ben",3,"IN","Walnut, Raisin and Rosemary Loaf","UNKNOWN","Frazer",31,"Graphic Designer","Northampton"
"40",2,4,"Ben",5,"OUT","Stem Ginger Nuts","Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons","Frazer",31,"Graphic Designer","Northampton"
"41",2,1,"Holly",1,"STAR BAKER","Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle","UNKNOWN","Bell",31,"Advertising executive","Leicester"
"42",2,2,"Holly",4,"IN","Pesto Quiche","Milk Chocolate and Pistachio TartsTrifle Tarts","Bell",31,"Advertising executive","Leicester"
"43",2,3,"Holly",6,"IN","Picnic Loaf","Stilton and Walnut Rolls","Bell",31,"Advertising executive","Leicester"
"44",2,4,"Holly",3,"STAR BAKER","Strawberry and Custard Melts","'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)","Bell",31,"Advertising executive","Leicester"
"45",2,5,"Holly",4,"IN","Stilton, Potato and Caramelised Onion Pie","Lime Meringue Pie","Bell",31,"Advertising executive","Leicester"
"46",2,6,"Holly",3,"IN","Father Christmas' Baked Cheesecake","Hansel and Gretel's Croquembouche","Bell",31,"Advertising executive","Leicester"
"47",2,7,"Holly",1,"IN","White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits","Bell",31,"Advertising executive","Leicester"
"48",2,8,"Holly",2,"Runner-up","Banoffee Inspired Mille Feuille","Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich","Bell",31,"Advertising executive","Leicester"
"49",2,1,"Ian",10,"IN","Apple and Cinnamon Cupcakes","UNKNOWN","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire"
"50",2,2,"Ian",2,"IN","Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry","UNKNOWN","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire"
"51",2,3,"Ian",10,"OUT","Courgette, Caerphilly Cheese and Thyme Loaf","Walnut and Raisin RollsCracked Wheat Logs","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire"
"52",2,1,"Janet",8,"IN","Raspberry and Cream Cupcakes","Chocolate Marble Cakewith Dark and White Chocolate Truffles","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"53",2,2,"Janet",8,"IN","Quiche Printanière","Red Fruit TartsChocolate and Cherry Tarts","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"54",2,3,"Janet",8,"IN","Zupfe Loaf with Gruyère Cheese","Apple and Walnut Granary Rolls Red Onion Cottage Rolls","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"55",2,4,"Janet",4,"IN","Christmas Marzipan Biscuits","Raspberry Macarons
Blackcurrant Macarons
Almond Macarons","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"56",2,5,"Janet",1,"STAR BAKER","Chicken and Chestnut Pie","Rhubarb Meringue Pie","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"57",2,6,"Janet",5,"IN","Rhubarb and Ginger Baked Cheesecake","Orange and Nougatine Croquembouche","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"58",2,7,"Janet",4,"OUT","Chocolate Amaretto Mousse Cake","Pain Aux RaisinPlain CroissantPain Au Chocolat","Basu",63,"Teacher of Modern Languages","Formby, Liverpool"
"59",2,1,"Jason",6,"IN","Lemon Meringue CupcakesApple and Cinnamon Cupcakes","UNKNOWN","White",19,"Civil Engineering Student","Croydon"
"60",2,2,"Jason",3,"STAR BAKER","Salmon and Pak Choi Quiche","Mint Chocolate Tarts Blueberry Bakewell Tarts","White",19,"Civil Engineering Student","Croydon"
"61",2,3,"Jason",7,"IN","Cheese and Onion Tear and Share Loaf","UNKNOWN","White",19,"Civil Engineering Student","Croydon"
"62",2,4,"Jason",1,"STAR BAKER","Lebkuchen","Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)","White",19,"Civil Engineering Student","Croydon"
"63",2,5,"Jason",7,"OUT","Brown Down Chicken Pie","Plum Meringue Pie","White",19,"Civil Engineering Student","Croydon"
"64",2,1,"Jo",11,"IN","Chocolate Orange CupcakesOrange and Cardamom Cupcakes","Chocolate and Strawberry Cake","Wheatley",41,"Housewife","Ongar, Essex"
"65",2,2,"Jo",10,"IN","Caramelised Onion, Gruyere and Thyme Quiche","Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust","Wheatley",41,"Housewife","Ongar, Essex"
"66",2,3,"Jo",1,"IN","Stromboli flavored with Mozzarella, Ham, and Picante Pepper","Unknown","Wheatley",41,"Housewife","Ongar, Essex"
"67",2,4,"Jo",8,"IN","Lavender Biscuits","Blueberry MacaronsCoconut MacaronsStrawberry Macarons","Wheatley",41,"Housewife","Ongar, Essex"
"68",2,5,"Jo",6,"IN","Salmon and Asparagus Pie","Apple and Raspberry Meringue Pie","Wheatley",41,"Housewife","Ongar, Essex"
"69",2,6,"Jo",1,"STAR BAKER","Rum and Raisin Baked Cheesecake","Limoncello and White Chocolate Croquembouche","Wheatley",41,"Housewife","Ongar, Essex"
"70",2,7,"Jo",3,"IN","Raspberry & Strawberry Mousse Cake","Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries","Wheatley",41,"Housewife","Ongar, Essex"
"71",2,8,"Jo",1,"WINNER","Raspberry and Blueberry Mille Feuille","Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse","Wheatley",41,"Housewife","Ongar, Essex"
"72",2,1,"Keith",12,"OUT","Earl Grey Cupcakes","Chocolate and Sour Cream Cake","Batsford",31,"House husband","Arlesey, Bedfordshire"
"73",2,NA,"Mary",NA,NA,NA,NA,"Anne",45,"Housewife","Kidderminster, Worcestershire"
"74",2,1,"Robert",3,"IN","Blackberry and Vanilla Cupcakeswith Liquorice Frosting","Genoise Layered Mousse Cakewith Chocolate Ganache","Billington",25,"Photographer","London"
"75",2,2,"Robert",5,"IN","Smoked Bacon and Kale Quiche","Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart","Billington",25,"Photographer","London"
"76",2,3,"Robert",4,"IN","Rye and Coriander Seed Loaf","Blueberry Brioche RollsLemon and Poppy Seed Rolls","Billington",25,"Photographer","London"
"77",2,4,"Robert",7,"IN","Chocolate and Ginger Oat Biscuits","Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons","Billington",25,"Photographer","London"
"78",2,5,"Robert",3,"OUT","Chicken and Mushroom Pie","Rhubarb and Custard Meringue Pie","Billington",25,"Photographer","London"
"79",2,1,"Simon",9,"IN","Guinness and Chocolate Cupcakes","Two-Tiered Chocolate Courgette Cake","Blackwell",31,"Rugby Coach","Norfolk"
"80",2,2,"Simon",11,"OUT","Smoked Haddock and Watercress Quiche","Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts","Blackwell",31,"Rugby Coach","Norfolk"
"81",2,1,"Urvashi",7,"IN","Cherry Blossom CupcakesJapanese Lime Cupcakes","UNKNOWN","Roe",40,"Head of Marketing","Enfield, London"
"82",2,2,"Urvashi",7,"IN","Crab, Coriander and Coconut Quiche","Strawberry and Basil TartsElderflower and Honeycomb Tarts","Roe",40,"Head of Marketing","Enfield, London"
"83",2,3,"Urvashi",9,"OUT","Salt and Peppercorn Loaf","Chilli and Halloumi RollsLemon and Coriander Mini Loaves","Roe",40,"Head of Marketing","Enfield, London"
"84",2,1,"Yasmin",5,"IN","Cardamom and Pomegranate Cupcakes","UNKNOWN","Limbert",43,"Childminder","West Kirby, The Wirral"
"85",2,2,"Yasmin",6,"IN","Smoked Haddock and Watercress Quiche","Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts","Limbert",43,"Childminder","West Kirby, The Wirral"
"86",2,3,"Yasmin",2,"STAR BAKER","Egyptian Dukkah Loaf with Mixed Spices","Pesto Bread
Sweet Coconut Rolls","Limbert",43,"Childminder","West Kirby, The Wirral"
"87",2,4,"Yasmin",6,"IN","Chocolate Chip and Pistachio Biscotti","Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons","Limbert",43,"Childminder","West Kirby, The Wirral"
"88",2,5,"Yasmin",5,"IN","Family Fish Pie","Peach and Raspberry Meringue Pie","Limbert",43,"Childminder","West Kirby, The Wirral"
"89",2,6,"Yasmin",2,"OUT","Baked Amaretto Cheesecake","Rose Croquembouche","Limbert",43,"Childminder","West Kirby, The Wirral"
"90",3,1,"Brendan",10,"IN","Plum, Sour Cherry & Walnut","UNKNOWN","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"91",3,2,"Brendan",4,"IN","Middle Eastern Taboon BreadIndian Rotis","Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"92",3,3,"Brendan",9,"IN","Apple and Ginger Tarte Tatin","Blackberry, Nectarine and Dragon Fruit Tart","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"93",3,4,"Brendan",1,"STAR BAKER","Clementine and Chestnut Torte","Pear, Chocolate and Hazelnut Dacquoise","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"94",3,5,"Brendan",3,"IN","Salmon Coulibiac in a Scandinavian Pastry","All American Chiffon Pie","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"95",3,6,"Brendan",1,"STAR BAKER","Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"96",3,7,"Brendan",4,"IN","Chelsea Bunskis","Black Forest Christmas Stollen","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"97",3,8,"Brendan",2,"IN","Multi-Seed Savoury Crackers","Fantasy Gingerbread Bird House","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"98",3,9,"Brendan",3,"IN","Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets","Gateau St. Honoré","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"99",3,10,"Brendan",2,"Runner-up","Potato and Pepper Pithivier","Family Reunion Chiffon Cake","Lynch",63,"Recruitment consultant","Sutton Coldfield"
"100",3,1,"Cathryn",5,"IN","Apple, Hazelnut and Calvados","Hidden Cupcake Cake","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"101",3,2,"Cathryn",8,"IN","Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"102",3,3,"Cathryn",3,"IN","Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"103",3,4,"Cathryn",3,"IN","White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"104",3,5,"Cathryn",1,"IN","Full English Wellington","Chocolate and Peanut Butter Pumpkin Pie","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"105",3,6,"Cathryn",3,"IN","Chocolate Walnut Whip Puddings
Elderflower Sponges","Roasted Vegetable Couscous and Sheep Cheese Strudel","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"106",3,7,"Cathryn",5,"IN","Lady Arundel's Manchet Buns","Bonfire Night Tear 'n' Share Brioche","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"107",3,8,"Cathryn",5,"OUT","Cheese and Pickle Crackers","Gingerbread Buckingham Palace","Dresser",27,"Shop assistant","Pease Pottage, West Sussex"
"108",3,1,"Danny",7,"IN","Plum, Ginger & Orange","UNKNOWN","Bryden",45,"Intensive care consultant","Sheffield"
"109",3,2,"Danny",3,"IN","Lime Coriander and Coconut TortillasZaatar Naan with Dukkah","UNKNOWN","Bryden",45,"Intensive care consultant","Sheffield"
"110",3,3,"Danny",2,"IN","Savoury Pear and Roquefort Tarte Tatin","Pineapple, Coconut and Frangipane Tart","Bryden",45,"Intensive care consultant","Sheffield"
"111",3,4,"Danny",2,"IN","Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise","Bryden",45,"Intensive care consultant","Sheffield"
"112",3,5,"Danny",7,"IN","Chickpea, Spinach & Mushroom Wellington","Trick or Treat Pumpkin Pie","Bryden",45,"Intensive care consultant","Sheffield"
"113",3,6,"Danny",2,"IN","Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants","Leek, Potato, Pistachio and Gruyère Strudel","Bryden",45,"Intensive care consultant","Sheffield"
"114",3,7,"Danny",2,"STAR BAKER","Bakewell Chelsea Buns","European Christmas Wreath","Bryden",45,"Intensive care consultant","Sheffield"
"115",3,8,"Danny",4,"IN","Spiced Almond Drinks Crackers","Gingerbread Big Ben","Bryden",45,"Intensive care consultant","Sheffield"
"116",3,9,"Danny",4,"OUT","Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat","Rosewater and Lychee St. Honoré","Bryden",45,"Intensive care consultant","Sheffield"
"117",3,1,"James",2,"IN","Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake","Morton",21,"Medical student","Hillswick, Shetland Islands"
"118",3,2,"James",2,"IN","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels","Morton",21,"Medical student","Hillswick, Shetland Islands"
"119",3,3,"James",1,"STAR BAKER","Apple and Lavender Tarte Tatin","Rose, Lychee and Raspberry Fruit Tart","Morton",21,"Medical student","Hillswick, Shetland Islands"
"120",3,4,"James",5,"IN","Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue","Morton",21,"Medical student","Hillswick, Shetland Islands"
"121",3,5,"James",6,"IN","Four Pig Wellington","Sweet Potato Pie","Morton",21,"Medical student","Hillswick, Shetland Islands"
"122",3,6,"James",7,"IN","Banana and Clove PuddingsClootie Dumplings","Strawberry, Rhubarb and Ginger Strudel","Morton",21,"Medical student","Hillswick, Shetland Islands"
"123",3,7,"James",1,"IN","Easter Chelsea Buns","Whisky Kugelhopf-Brioche Baba","Morton",21,"Medical student","Hillswick, Shetland Islands"
"124",3,8,"James",1,"STAR BAKER","Smoky Cayenne, Cumin and Chilli Crackers","Gingerbread Barn","Morton",21,"Medical student","Hillswick, Shetland Islands"
"125",3,9,"James",1,"STAR BAKER","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest","Morton",21,"Medical student","Hillswick, Shetland Islands"
"126",3,10,"James",1,"Runner-up","Spanish Pithivier with Chorizo and Red Pepper","United Chiffon Cakes","Morton",21,"Medical student","Hillswick, Shetland Islands"
"127",3,1,"John",11,"IN","Toffee Apple, Orange & Cranberry","Hidden Pink Hearts Cake","Whaite",22,"Law student","Wigan"
"128",3,2,"John",1,"STAR BAKER","Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels","Whaite",22,"Law student","Wigan"
"129",3,3,"John",6,"IN","Apple and Vanilla Tarte Tatin with Walnut Praline","Berries, Grapes, Pomegranate, and Dragon Fruit Tart","Whaite",22,"Law student","Wigan"
"130",3,4,"John",6,"IN","'Torte Noir' Black Forest Torte with Boozy Cream","Elderflower and Bramble Berry Pavlova","Whaite",22,"Law student","Wigan"
"131",3,5,"John",2,"IN","Venison and Haggis Wellington","Star-Spangled Pecan Pie","Whaite",22,"Law student","Wigan"
"132",3,6,"John",5,"IN","Spicy Toffee PuddingsRaspberry and White Chocolate Puddings","Did not complete due to injury","Whaite",22,"Law student","Wigan"
"133",3,7,"John",3,"IN","Cherry and Almond Saffron Buns","Marzipan Stollen","Whaite",22,"Law student","Wigan"
"134",3,8,"John",3,"IN","Asian Spice Crackers","Gingerbread Roman Coliseum","Whaite",22,"Law student","Wigan"
"135",3,9,"John",2,"IN","Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons","Gateau St. Honoré a la Passion","Whaite",22,"Law student","Wigan"
"136",3,10,"John",2,"WINNER","Italian Sausage and Roasted Vegetable Pithivier","Heaven and Hell Chiffon Cake","Whaite",22,"Law student","Wigan"
"137",3,1,"Manisha",6,"IN","Vanilla, Peach and Raspberry","White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart","Parmar",27,"Nursery nurse","Leicester"
"138",3,2,"Manisha",6,"IN","Indian FlatbreadsItalian Flatbreads","UNKNOWN","Parmar",27,"Nursery nurse","Leicester"
"139",3,3,"Manisha",10,"IN","Cinnamon, Apple and Pear Tarte Tatin","Rum and Tropical Fruit Tart","Parmar",27,"Nursery nurse","Leicester"
"140",3,4,"Manisha",9,"IN","Almond, Chocolate and Cherry Torte","Tiramisu Layered Meringue Dessert","Parmar",27,"Nursery nurse","Leicester"
"141",3,5,"Manisha",5,"OUT","Lamb Wellington with Rosemary and Mint","Banana Scotch Pie","Parmar",27,"Nursery nurse","Leicester"
"142",3,1,"Natasha",12,"OUT","Pineapple & Passion Fruit","Mother's Day Layered Rose Cake","Stringer",36,"Midwife","Tamworth, Staffordshire"
"143",3,1,"Peter",3,"IN","Pear, Muscat & Chocolate","Jubilee Cake","Maloney",43,"Sales manager","Windsor, Berkshire"
"144",3,2,"Peter",11,"OUT","Fennel and Nigella Seed NaanBannock Bread","Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels","Maloney",43,"Sales manager","Windsor, Berkshire"
"145",3,1,"Ryan",8,"IN","Kumquat and Orange Polenta","Hidden Flowerbed Mousse Cake","Chong",38,"Photographer","Bristol"
"146",3,2,"Ryan",5,"IN","Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan","Cinnamon and Date Bagels
Tarragon and Rosemary Bagels","Chong",38,"Photographer","Bristol"
"147",3,3,"Ryan",5,"IN","Spiced Pear Tarte Tatin","UNKNOWN","Chong",38,"Photographer","Bristol"
"148",3,4,"Ryan",7,"IN","Green Tea Opera Torte","Strawberry, Rose and Pistachio Meringue","Chong",38,"Photographer","Bristol"
"149",3,5,"Ryan",8,"STAR BAKER","Curry Spiced Seabass Wellington","Key Lime Pie","Chong",38,"Photographer","Bristol"
"150",3,6,"Ryan",6,"IN","Chocolate FondantsSticky Ginger and Date Puddings","Apple, Sour Cherry, Raisin and Mixed Nuts Strudel","Chong",38,"Photographer","Bristol"
"151",3,7,"Ryan",6,"OUT","Lardy Cakes","Char Siu Bao","Chong",38,"Photographer","Bristol"
"152",3,NA,"Sarah",NA,NA,NA,NA,"Jane",28,"Vicar's wife","Bewbush, West Sussex"
"153",3,1,"Stuart",9,"IN","Tomato and Ginger","Lemon and Pistachio Union Flag Cake","Marston",26,"PE teacher","Lichfield, Staffordshire"
"154",3,2,"Stuart",9,"IN","Bombay BreadChorizo and Spring Onion Naan","Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels","Marston",26,"PE teacher","Lichfield, Staffordshire"
"155",3,3,"Stuart",7,"IN","Pear and Almond Tarte Tatin","Raspberry Triple Chocolate Layered Tart","Marston",26,"PE teacher","Lichfield, Staffordshire"
"156",3,4,"Stuart",8,"OUT","Black Forest Torte","Choca Blocka Mocha Meringue","Marston",26,"PE teacher","Lichfield, Staffordshire"
"157",3,1,"Victoria",4,"STAR BAKER","Pear and Pecan","Blackbird Pie Cake","Chester",50,"CEO of the charity Plantlife","Somerset"
"158",3,2,"Victoria",7,"IN","Coriander and Lemon NaanGarlic and Parsnip Chapatis","Saffron and Golden Raisin Bagels
Porcini Bagels","Chester",50,"CEO of the charity Plantlife","Somerset"
